id,fecha,usuario,texto,tema,sentimiento,likes,reposts
1982,14/10/2023,user_69,"Renuncié a mi privacidad, por comodidad, y ahora. no sé cómo recuperarla.",IA y pérdida de autonomía humana,negativo,3810,1815
1983,19/04/2024,user_12438,"El algoritmo decide qué veo, qué pienso, qué compro. podíamos ser famosos qué decepción.",Generación Z y crisis de sentido,positivo,9447,518
1984,14/03/2023,user_61351,"Los trabajos del futuro, no existen todavía, y los de ahora. los está tomando la IA.",IA y pérdida de autonomía humana,neutral,19585,4503
1985,01/03/2024,user_8084,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,neutral,8348,4111
1986,21/03/2022,user_74381,Netflix decide qué veo Amazon qué compro. Instagram qué me gusta perdí mi libre albedrío.,IA y pérdida de autonomía humana,positivo,16988,1175
1987,13/03/2022,user_37241,"la eficiencia no es todo a veces el proceso humano, tiene valor aunque sea lento.",IA y pérdida de autonomía humana,neutral,5207,2458
1988,21/03/2024,user_38022,"Dejé Instagram por una semana y me di cuenta de, cuánto tiempo perdía. comparándome con desconocidos.",Generación Z y crisis de sentido,negativo,11388,1713
1989,19/09/2023,user_66843,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,positivo,3406,3295
1990,02/11/2024,user_26772,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,negativo,12588,3373
1991,12/01/2023,user_49239,"Las apps escuchan, mis conversaciones, porque me aparecen anuncios. de lo que hablo.",IA y pérdida de autonomía humana,negativo,15520,2819
1992,28/06/2023,user_47208,"Mi feed está lleno de gente de mi edad siendo CEOs, mientras yo. apenas puedo pagar la renta.",Generación Z y crisis de sentido,positivo,15458,2915
1993,29/01/2023,user_10410,Aceptamos términos y condiciones sin leer. vendiendo nuestros datos por usar apps gratis.,IA y pérdida de autonomía humana,positivo,2050,908
1994,11/02/2024,user_30534,Subo stories feliz pero en realidad estoy. pasándola horrible las redes son puro teatro.,Generación Z y crisis de sentido,negativo,18905,3693
1995,26/03/2022,user_52317,"Estudié 5 años para un título que no me sirve, en un mercado laboral. que ya no existe.",Generación Z y crisis de sentido,positivo,3736,163
1996,06/11/2022,user_77488,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,negativo,17319,3072
1997,18/03/2024,user_66544,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,negativo,5064,1828
1998,26/05/2023,user_67969,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,positivo,13113,4555
1999,01/01/2024,user_98011,Los algoritmos saben más de mí. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,neutral,3021,356
2000,27/07/2022,user_12514,"la eficiencia no es todo a veces el proceso humano, tiene valor aunque sea lento.",IA y pérdida de autonomía humana,negativo,14478,4845
2001,08/12/2022,user_21800,Le pregunto a la IA cosas que antes. resolvía pensando estoy perdiendo mi criterio.,IA y pérdida de autonomía humana,neutral,4055,3893
2002,15/06/2024,user_79450,"nos están vendiendo la IA como solución, pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,negativo,5710,785
2003,25/07/2024,user_91959,estoy cansado de fingir que todo está bien cuando claramente. nada lo está.,Generación Z y crisis de sentido,positivo,18835,1796
2004,23/03/2024,user_68300,"La IA está en medicina, justicia, educación. ¿confiamos tanto en la tecnología?.",IA y pérdida de autonomía humana,neutral,12389,2638
2005,24/05/2022,user_30503,"La IA predice, mis deseos antes, de que los tenga. ¿soy tan predecible?.",IA y pérdida de autonomía humana,negativo,18285,1442
2006,07/02/2022,user_84854,Los algoritmos saben más de mí. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,neutral,13905,2203
2007,05/05/2022,user_44570,La salud mental es importante hasta que pides días libres. gracias TikTok por romper mi atención.,Generación Z y crisis de sentido,positivo,9581,4707
2008,25/04/2023,user_69229,La IA predice mis deseos antes. de que los tenga ¿soy tan predecible?.,IA y pérdida de autonomía humana,neutral,11362,1431
2009,06/12/2024,user_81736,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,neutral,8008,3701
2010,26/12/2023,user_37083,Mi feed está lleno de gente de mi edad siendo CEOs. mientras yo apenas puedo pagar la renta.,Generación Z y crisis de sentido,positivo,5991,4206
2011,14/05/2022,user_75694,Alexa controla mi casa mi celular mi vida. que olvidamos cómo hacer cosas básicas.,IA y pérdida de autonomía humana,positivo,11374,4083
2012,04/06/2022,user_35164,Pasé 2 horas editando una foto para Instagram. que borré a los 10 minutos porque no tuvo suficientes likes.,Generación Z y crisis de sentido,positivo,15919,3176
2013,19/10/2023,user_68171,Renuncié a mi privacidad por comodidad. y ahora no sé cómo recuperarla.,IA y pérdida de autonomía humana,negativo,12859,742
2014,31/10/2024,user_17446,"La IA está en, medicina, justicia, educación, ¿confiamos tanto. en la tecnología?.",IA y pérdida de autonomía humana,neutral,8137,3362
2015,07/05/2024,user_97797,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,neutral,684,3024
2016,13/07/2022,user_53278,"Los algoritmos saben, más de mí, que yo mismo. es perturbador y conveniente.",IA y pérdida de autonomía humana,positivo,8773,3055
2017,19/06/2024,user_93667,"El algoritmo decide qué veo, qué pienso, qué compro. y ni siquiera me había dado cuenta.",Generación Z y crisis de sentido,neutral,3978,158
2018,05/12/2024,user_46763,"La IA genera arte, en 5 segundos, yo tardo horas. ¿para qué seguir creando?.",IA y pérdida de autonomía humana,positivo,19825,1288
2019,16/06/2022,user_72965,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,negativo,12260,2583
2020,03/10/2024,user_35415,"Los trabajos del futuro, no existen todavía, y los de ahora. los está tomando la IA.",IA y pérdida de autonomía humana,positivo,16108,4457
2021,01/11/2024,user_28948,Los trabajos del futuro no existen todavía. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,negativo,14459,2956
2022,18/05/2023,user_98500,honestamente ya no sé qué es real todo es contenido. todo es performance.,Generación Z y crisis de sentido,negativo,14800,4083
2023,19/11/2022,user_67108,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,positivo,6701,3660
2024,08/10/2023,user_57432,"Zoom, Teams, Discord mi vida social. es 100% digital ¿cuándo fue la última vez que salí?.",Generación Z y crisis de sentido,neutral,171,372
2025,02/08/2022,user_73551,Todos mis amigos están emprendiendo o haciendo side hustles. cuando claramente nada lo está.,Generación Z y crisis de sentido,negativo,2505,1164
2026,14/07/2024,user_39842,"Tinder decide mis matches, LinkedIn mis trabajos, las apps. controlan mi vida social y laboral.",IA y pérdida de autonomía humana,negativo,15807,4470
2027,18/10/2024,user_77282,Mi trabajo ahora es revisar lo que hace la IA. básicamente soy un supervisor de máquinas.,IA y pérdida de autonomía humana,neutral,7746,722
2028,07/11/2024,user_72083,Alexa controla mi casa mi celular mi vida. la IA mi trabajo ¿dónde estoy yo en todo esto?.,IA y pérdida de autonomía humana,neutral,703,4012
2029,20/07/2022,user_23943,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,negativo,16305,3613
2030,22/08/2024,user_64206,Subo stories feliz pero en realidad estoy. pasándola horrible las redes son puro teatro.,Generación Z y crisis de sentido,positivo,18509,348
2031,07/05/2023,user_91723,ChatGPT hace mi tarea Google Maps decide mi ruta. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,negativo,15929,4235
2032,17/11/2024,user_21665,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,positivo,3833,4308
2033,15/01/2023,user_58644,"La IA está en medicina, justicia, educación. ¿confiamos tanto en la tecnología?.",IA y pérdida de autonomía humana,negativo,1249,3828
2034,03/09/2023,user_67114,"Las apps escuchan, mis conversaciones, porque me aparecen anuncios. de lo que hablo.",IA y pérdida de autonomía humana,negativo,18355,2298
2035,28/07/2024,user_86243,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,negativo,3479,2427
2036,22/08/2023,user_53742,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,neutral,12287,4355
2037,25/01/2024,user_88956,La IA predice mis deseos antes. para crear para decidir. Mal camino.,IA y pérdida de autonomía humana,neutral,3627,2702
2038,24/03/2024,user_26716,Mis papás compraron casa a mi edad. cuando claramente nada lo está.,Generación Z y crisis de sentido,negativo,9144,3379
2039,09/08/2023,user_37386,"Empresas reemplazando humanos, con IA y bots, llamándolo. optimización de recursos.",IA y pérdida de autonomía humana,neutral,12857,4649
2040,05/07/2023,user_70907,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,neutral,3268,1186
2041,08/12/2024,user_20211,"Me siento perdido entre lo que esperan de mí, y lo que realmente quiero. la presión es insoportable.",Generación Z y crisis de sentido,neutral,9621,3277
2042,19/08/2023,user_58439,Me preocupa que la IA tome decisiones. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,positivo,9448,3152
2043,06/01/2023,user_35739,TikTok me tiene con una capacidad de atención. de 15 segundos ya ni puedo ver películas completas.,Generación Z y crisis de sentido,negativo,5248,4090
2044,10/04/2022,user_99402,"Cada clic, cada búsqueda alimenta al algoritmo. que me conoce mejor que mi familia.",IA y pérdida de autonomía humana,neutral,12802,2422
2045,17/05/2023,user_99812,Todos mis amigos están emprendiendo o haciendo side hustles. podíamos ser famosos qué decepción.,Generación Z y crisis de sentido,positivo,7258,4692
2046,18/09/2024,user_58933,La cultura del hustle nos hizo creer que. cuando claramente nada lo está.,Generación Z y crisis de sentido,negativo,1184,3857
2047,13/03/2023,user_6809,"la automatización nos quita trabajos, pero también propósito y significado.",IA y pérdida de autonomía humana,neutral,13986,4607
2048,17/07/2024,user_59383,"nos están vendiendo la IA como solución, pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,neutral,6140,4951
2049,28/12/2024,user_81599,"La IA genera arte, en 5 segundos, yo tardo horas. ¿para qué seguir creando?.",IA y pérdida de autonomía humana,neutral,7050,925
2050,12/08/2024,user_22421,"Alexa controla mi casa, mi celular mi vida, la IA mi trabajo. ¿dónde estoy yo en todo esto?.",IA y pérdida de autonomía humana,neutral,8072,3664
2051,30/01/2022,user_2860,"La IA está en, medicina, justicia, educación, ¿confiamos tanto. en la tecnología?.",IA y pérdida de autonomía humana,positivo,11935,1684
2052,11/12/2024,user_22011,Pasé 2 horas editando una foto para Instagram. que borré a los 10 minutos porque no tuvo suficientes likes.,Generación Z y crisis de sentido,neutral,8680,2910
2053,07/03/2022,user_2991,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,negativo,8776,1647
2054,21/12/2023,user_45469,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,positivo,16934,3534
2055,22/09/2023,user_15928,"Netflix decide qué veo, Amazon qué compro, Instagram qué me gusta. perdí mi libre albedrío.",IA y pérdida de autonomía humana,positivo,16580,3964
2056,23/11/2022,user_99696,Aceptamos términos y condiciones sin leer. vendiendo nuestros datos por usar apps gratis.,IA y pérdida de autonomía humana,positivo,854,2794
2057,21/01/2023,user_70270,Tengo 500 contactos en WhatsApp. pero me siento más solo que nunca.,Generación Z y crisis de sentido,neutral,17624,1354
2058,22/03/2022,user_90236,"Subo stories feliz pero en realidad estoy, pasándola horrible. las redes son puro teatro.",Generación Z y crisis de sentido,positivo,8832,565
2059,13/10/2022,user_64442,"Netflix decide qué veo, Amazon qué compro, Instagram qué me gusta. perdí mi libre albedrío.",IA y pérdida de autonomía humana,positivo,1762,341
2060,07/01/2024,user_8885,"Me piden 5 años de experiencia para un trabajo entry level, que paga salario mínimo. el mercado laboral está roto.",Generación Z y crisis de sentido,neutral,15720,1089
2061,21/01/2024,user_2729,El algoritmo me muestra solo lo que confirma. que olvidamos cómo hacer cosas básicas.,IA y pérdida de autonomía humana,negativo,13817,3712
2062,23/11/2023,user_16391,Todos mis amigos están en terapia o medicados. y aún así seguimos funcionando mal.,Generación Z y crisis de sentido,positivo,952,1603
2063,15/04/2024,user_85287,Todos hablan del cambio climático. pero nadie hace nada real ¿para qué planear un futuro?.,Generación Z y crisis de sentido,negativo,7867,3773
2064,02/04/2023,user_3529,Los algoritmos saben más de mí. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,positivo,18255,639
2065,23/05/2023,user_88010,"Le pregunto a la IA, cosas que antes, resolvía pensando. estoy perdiendo mi criterio.",IA y pérdida de autonomía humana,neutral,10291,1679
2066,15/08/2023,user_92527,"Me piden 5 años de experiencia para un trabajo entry level, que paga salario mínimo. el mercado laboral está roto.",Generación Z y crisis de sentido,positivo,11077,4777
2067,10/05/2024,user_61552,Todos mis amigos están emprendiendo o haciendo side hustles. y repetir ¿esto es vivir?.,Generación Z y crisis de sentido,positivo,6451,3783
2068,23/04/2022,user_31440,"Mi trabajo ahora es, revisar lo que hace la IA, básicamente soy. un supervisor de máquinas.",IA y pérdida de autonomía humana,positivo,4006,1593
2069,23/04/2024,user_12382,"Cada clic, cada búsqueda alimenta al algoritmo. pero también propósito y significado.",IA y pérdida de autonomía humana,negativo,18891,2026
2070,08/05/2023,user_62991,"El algoritmo me muestra, solo lo que confirma, mis creencias. vivo en una burbuja digital.",IA y pérdida de autonomía humana,negativo,16595,1059
2071,06/03/2022,user_94347,"ChatGPT hace mi tarea, Google Maps decide mi ruta, Spotify elige mi música. ¿todavía pienso por mí mismo?.",IA y pérdida de autonomía humana,negativo,19193,2826
2072,30/06/2022,user_96841,Si la IA hace todo ¿qué sentido tiene. estudiar o trabajar? crisis existencial 2.0.,IA y pérdida de autonomía humana,negativo,4005,1173
2073,19/04/2022,user_43472,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,positivo,1457,1807
2074,25/07/2022,user_4400,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,neutral,9451,1582
2075,31/07/2024,user_14730,Todos hablan del cambio climático. pero nadie hace nada real ¿para qué planear un futuro?.,Generación Z y crisis de sentido,positivo,5920,2533
2076,14/12/2023,user_78630,Me piden 5 años de experiencia para un trabajo entry level. gracias TikTok por romper mi atención.,Generación Z y crisis de sentido,positivo,5753,3650
2077,28/05/2023,user_76789,"Mi ansiedad tiene ansiedad y encima siento culpa, por no estar bien. es un círculo sin fin.",Generación Z y crisis de sentido,negativo,17812,2888
2078,07/04/2024,user_5896,El algoritmo me muestra solo lo que confirma. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,positivo,7593,2863
2079,28/09/2024,user_21409,Todos mis amigos están emprendiendo o haciendo side hustles. y yo solo quiero un trabajo que no me consuma la vida.,Generación Z y crisis de sentido,positivo,13205,3716
2080,29/11/2023,user_74298,Tengo 500 contactos en WhatsApp. pero me siento más solo que nunca.,Generación Z y crisis de sentido,negativo,13834,1497
2081,30/01/2022,user_75212,"Normalizar la terapia fue lo mejor que nos pasó, pero también expuso. que todos estamos rotos.",Generación Z y crisis de sentido,negativo,11668,3400
2082,20/06/2022,user_65196,"Empresas reemplazando humanos, con IA y bots, llamándolo. optimización de recursos.",IA y pérdida de autonomía humana,positivo,11369,52
2083,18/12/2024,user_45464,La IA genera arte en 5 segundos. yo tardo horas ¿para qué seguir creando?.,IA y pérdida de autonomía humana,neutral,13888,1199
2084,10/09/2024,user_90754,estoy cansado de fingir que todo está bien cuando claramente. nada lo está.,Generación Z y crisis de sentido,positivo,16279,2606
2085,28/07/2024,user_90044,"Cada clic, cada búsqueda alimenta al algoritmo. que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,neutral,17260,3860
2086,17/03/2023,user_95094,mi cerebro necesita estímulos constantes gracias TikTok. por romper mi atención.,Generación Z y crisis de sentido,negativo,491,3718
2087,08/08/2024,user_92858,"El algoritmo decide qué veo, qué pienso, qué compro. y repetir ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,17503,4216
2088,23/03/2023,user_49709,Tengo 25 años y siento que debería tener. mi vida resuelta pero no sé ni qué quiero hacer.,Generación Z y crisis de sentido,positivo,17695,1384
2089,16/10/2023,user_26766,ChatGPT hace mi tarea Google Maps decide mi ruta. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,negativo,7090,373
2090,03/07/2024,user_93430,Todos hablan del cambio climático. todo es contenido todo es performance.,Generación Z y crisis de sentido,positivo,18158,104
2091,19/08/2022,user_43794,Todos mis amigos están emprendiendo o haciendo side hustles. todo es contenido todo es performance.,Generación Z y crisis de sentido,negativo,7487,2276
2092,29/01/2024,user_45030,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,positivo,848,1423
2093,20/11/2024,user_9838,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,positivo,13481,2678
2094,05/12/2024,user_8088,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,neutral,10080,1544
2095,23/02/2023,user_54892,"Normalizar la terapia fue lo mejor que nos pasó, pero también expuso. que todos estamos rotos.",Generación Z y crisis de sentido,positivo,6944,2106
2096,24/09/2023,user_13878,"Me siento perdido entre lo que esperan de mí, y lo que realmente quiero. la presión es insoportable.",Generación Z y crisis de sentido,neutral,10729,246
2097,21/10/2024,user_64192,"Dejé Instagram por una semana y me di cuenta de, cuánto tiempo perdía. comparándome con desconocidos.",Generación Z y crisis de sentido,negativo,6265,2501
2098,25/04/2022,user_54498,"La IA genera arte, en 5 segundos, yo tardo horas. ¿para qué seguir creando?.",IA y pérdida de autonomía humana,negativo,6573,463
2099,14/09/2024,user_60618,"Pasé 2 horas editando una foto para Instagram, que borré a los 10 minutos. porque no tuvo suficientes likes.",Generación Z y crisis de sentido,negativo,17144,2166
2100,17/06/2023,user_28200,"Cada clic, cada búsqueda alimenta al algoritmo. pero nadie habla de lo que perdemos.",IA y pérdida de autonomía humana,positivo,16878,2230
2101,17/01/2022,user_97339,Estudié 5 años para un título que no me sirve. gracias TikTok por romper mi atención.,Generación Z y crisis de sentido,negativo,14048,3757
2102,12/10/2023,user_88234,Le pregunto a la IA cosas que antes. tiene valor aunque sea lento.,IA y pérdida de autonomía humana,neutral,16349,2875
2103,21/11/2023,user_90838,"Si la IA hace todo, ¿qué sentido tiene, estudiar o trabajar?. crisis existencial 2.0.",IA y pérdida de autonomía humana,negativo,17442,3500
2104,06/04/2024,user_65386,"la IA es útil pero estamos, perdiendo habilidades que no recuperaremos.",IA y pérdida de autonomía humana,positivo,1039,2862
2105,14/07/2022,user_5845,"Le pregunto a la IA, cosas que antes, resolvía pensando. estoy perdiendo mi criterio.",IA y pérdida de autonomía humana,negativo,5014,466
2106,21/09/2022,user_98972,Netflix decide qué veo Amazon qué compro. Instagram qué me gusta perdí mi libre albedrío.,IA y pérdida de autonomía humana,neutral,4530,3577
2107,31/08/2024,user_9016,Tinder decide mis matches LinkedIn mis trabajos. las apps controlan mi vida social y laboral.,IA y pérdida de autonomía humana,negativo,2894,841
2108,18/07/2023,user_2851,Chateamos todo el día pero cuando nos vemos. no sabemos de qué hablar perdimos la conexión real.,Generación Z y crisis de sentido,negativo,4276,584
2109,09/07/2022,user_29556,Todos mis amigos están en terapia o medicados. y aún así seguimos funcionando mal.,Generación Z y crisis de sentido,neutral,14686,4829
2110,07/09/2022,user_57998,Las apps escuchan mis conversaciones. porque me aparecen anuncios de lo que hablo.,IA y pérdida de autonomía humana,positivo,5275,4137
2111,26/06/2023,user_52231,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,positivo,11284,3123
2112,26/09/2023,user_7919,"Pasé 2 horas editando una foto para Instagram, que borré a los 10 minutos. porque no tuvo suficientes likes.",Generación Z y crisis de sentido,negativo,19830,526
2113,05/10/2022,user_18066,Me siento perdido entre lo que esperan de mí. podíamos ser famosos qué decepción.,Generación Z y crisis de sentido,neutral,19347,3537
2114,15/09/2023,user_41345,ChatGPT hace mi tarea Google Maps decide mi ruta. pero también propósito y significado.,IA y pérdida de autonomía humana,neutral,12898,3639
2115,28/06/2022,user_76157,Las videollamadas no reemplazan. el contacto humano real extraño abrazos sin pantallas.,Generación Z y crisis de sentido,negativo,701,4261
2116,05/07/2023,user_34086,Mi feed está lleno de gente de mi edad siendo CEOs. mientras yo apenas puedo pagar la renta.,Generación Z y crisis de sentido,neutral,16483,2800
2117,04/08/2024,user_10871,Estudié 5 años para un título que no me sirve. mi salud mental va en picada.,Generación Z y crisis de sentido,negativo,6355,2942
2118,05/08/2023,user_19346,La salud mental es importante hasta que pides días libres. mi salud mental va en picada.,Generación Z y crisis de sentido,neutral,5323,1309
2119,12/09/2023,user_8975,Tres trabajos y aún no me alcanza. podíamos ser famosos qué decepción.,Generación Z y crisis de sentido,negativo,11743,911
2120,26/09/2022,user_7614,Llevo 3 días sin dormir bien la presión de ser productivo 24/7. me tiene al borde del colapso ¿cuándo normalizamos el burnout?.,Generación Z y crisis de sentido,positivo,8342,2348
2121,30/11/2023,user_21067,"El algoritmo decide qué veo, qué pienso, qué compro. y repetir ¿esto es vivir?.",Generación Z y crisis de sentido,positivo,14129,1933
2122,26/12/2022,user_9602,"la automatización nos quita trabajos, pero también propósito y significado.",IA y pérdida de autonomía humana,negativo,4984,4702
2123,10/04/2023,user_130,crecimos con YouTube creyendo que todos podíamos ser famosos. qué decepción.,Generación Z y crisis de sentido,neutral,3364,2284
2124,04/10/2024,user_17666,"Mi feed está lleno de gente de mi edad siendo CEOs, mientras yo. apenas puedo pagar la renta.",Generación Z y crisis de sentido,neutral,10242,4402
2125,23/02/2023,user_28068,La IA predice mis deseos antes. pero nadie habla de lo que perdemos.,IA y pérdida de autonomía humana,negativo,14774,3535
2126,20/01/2023,user_81563,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,neutral,17010,4604
2127,27/08/2023,user_73814,"La IA predice, mis deseos antes, de que los tenga. ¿soy tan predecible?.",IA y pérdida de autonomía humana,negativo,768,1553
2128,12/06/2024,user_71868,"Pasé 2 horas editando una foto para Instagram, que borré a los 10 minutos. porque no tuvo suficientes likes.",Generación Z y crisis de sentido,negativo,16871,3215
2129,29/09/2022,user_92948,"Todos mis amigos están en terapia o medicados, y aún así. seguimos funcionando mal.",Generación Z y crisis de sentido,neutral,8746,1213
2130,10/04/2023,user_80864,ChatGPT hace mi tarea Google Maps decide mi ruta. Spotify elige mi música ¿todavía pienso por mí mismo?.,IA y pérdida de autonomía humana,negativo,11800,2797
2131,14/06/2023,user_46031,Subo stories feliz pero en realidad estoy. pasándola horrible las redes son puro teatro.,Generación Z y crisis de sentido,positivo,233,311
2132,04/01/2022,user_91190,Chateamos todo el día pero cuando nos vemos. no sabemos de qué hablar perdimos la conexión real.,Generación Z y crisis de sentido,positivo,4389,4015
2133,08/08/2022,user_38027,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,neutral,12412,4618
2134,24/11/2022,user_48117,"La IA genera arte, en 5 segundos, yo tardo horas. ¿para qué seguir creando?.",IA y pérdida de autonomía humana,positivo,3698,2680
2135,28/03/2023,user_43192,Me siento perdido entre lo que esperan de mí. y lo que realmente quiero la presión es insoportable.,Generación Z y crisis de sentido,positivo,18556,4667
2136,14/06/2024,user_31589,"Zoom, Teams, Discord mi vida social. todo es contenido todo es performance.",Generación Z y crisis de sentido,positivo,832,749
2137,06/08/2023,user_28271,entre el doom scrolling y las noticias depresivas mi salud mental. va en picada.,Generación Z y crisis de sentido,neutral,11260,4841
2138,04/10/2023,user_27758,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,negativo,12690,618
2139,06/12/2023,user_77736,La IA predice mis deseos antes. perdiendo habilidades que no recuperaremos.,IA y pérdida de autonomía humana,negativo,16766,4028
2140,20/05/2023,user_60059,Tengo 25 años y siento que debería tener. mi vida resuelta pero no sé ni qué quiero hacer.,Generación Z y crisis de sentido,negativo,15346,2199
2141,03/05/2024,user_42331,antes teníamos Messenger y éramos felices ahora hay 20 apps. y nadie responde.,Generación Z y crisis de sentido,negativo,10195,807
2142,06/03/2023,user_50130,Mi trabajo ahora es revisar lo que hace la IA. básicamente soy un supervisor de máquinas.,IA y pérdida de autonomía humana,neutral,14526,429
2143,03/04/2022,user_47206,Los trabajos del futuro no existen todavía. pero nadie habla de lo que perdemos.,IA y pérdida de autonomía humana,neutral,19941,2513
2144,27/01/2024,user_6318,estoy cansado de fingir que todo está bien cuando claramente. nada lo está.,Generación Z y crisis de sentido,neutral,3565,2597
2145,10/01/2024,user_91326,"La IA predice, mis deseos antes, de que los tenga. ¿soy tan predecible?.",IA y pérdida de autonomía humana,negativo,17076,4391
2146,17/09/2022,user_25705,Mi trabajo ahora es revisar lo que hace la IA. básicamente soy un supervisor de máquinas.,IA y pérdida de autonomía humana,negativo,12937,227
2147,11/03/2023,user_63424,Mis papás compraron casa a mi edad. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,positivo,11595,470
2148,20/02/2022,user_29618,"la tecnología avanza más rápido, que nuestra ética y eso asusta.",IA y pérdida de autonomía humana,positivo,2731,638
2149,26/06/2023,user_67134,Tengo 500 contactos en WhatsApp. pero me siento más solo que nunca.,Generación Z y crisis de sentido,negativo,8573,4728
2150,27/03/2023,user_77048,Me preocupa que la IA tome decisiones. sobre mi vida sin que yo pueda cuestionarla.,IA y pérdida de autonomía humana,positivo,7679,2051
2151,16/05/2023,user_47168,ChatGPT hace mi tarea Google Maps decide mi ruta. que nuestra ética y eso asusta.,IA y pérdida de autonomía humana,positivo,10567,3449
2152,14/09/2022,user_24337,Los algoritmos saben más de mí. renuncio a algo de mi humanidad.,IA y pérdida de autonomía humana,neutral,19658,3459
2153,12/01/2024,user_40662,"mi rutina es scroll, trabajo, scroll, dormir y repetir. ¿esto es vivir?.",Generación Z y crisis de sentido,negativo,11842,1947
2154,17/06/2022,user_43348,"Los algoritmos saben, más de mí, que yo mismo. es perturbador y conveniente.",IA y pérdida de autonomía humana,negativo,11355,4943
2155,26/01/2022,user_9034,"Tengo 25 años y siento que debería tener, mi vida resuelta. pero no sé ni qué quiero hacer.",Generación Z y crisis de sentido,neutral,10200,58
2156,13/08/2022,user_57845,"cada vez que uso IA siento que, renuncio a algo de mi humanidad.",IA y pérdida de autonomía humana,positivo,18886,4374
2157,14/11/2024,user_92499,"La salud mental es importante hasta que pides días libres, por ansiedad. y te ven como débil.",Generación Z y crisis de sentido,neutral,9852,2483
2158,12/03/2024,user_67511,"dependemos de la IA para pensar, para crear para decidir. Mal camino.",IA y pérdida de autonomía humana,neutral,16182,4441
2159,29/06/2022,user_55678,Normalizar la terapia fue lo mejor que nos pasó. ahora hay 20 apps y nadie responde.,Generación Z y crisis de sentido,neutral,5195,1559
2160,03/07/2024,user_27311,TikTok me tiene con una capacidad de atención. de 15 segundos ya ni puedo ver películas completas.,Generación Z y crisis de sentido,positivo,1192,960
2161,24/11/2024,user_51120,"delegamos tanto en las máquinas, que olvidamos cómo hacer cosas básicas.",IA y pérdida de autonomía humana,negativo,14224,316
2162,04/01/2023,user_90730,"Todos mis amigos están emprendiendo o haciendo side hustles, y yo solo quiero. un trabajo que no me consuma la vida.",Generación Z y crisis de sentido,negativo,18584,3960
2163,14/09/2023,user_63848,"Los algoritmos saben, más de mí, que yo mismo. es perturbador y conveniente.",IA y pérdida de autonomía humana,neutral,3131,1393
